,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentaires
353,21-07-2021,15,LeGarsdu15e,6.94,7,7,8,8,7,7,5,8,5,"rrondissement très grand en superficie et donc très divers. Toutefois,  la caractéristique principale du 15e est d'être plutôt un arrondissement très (trop diront certains ?) tranquille.
C'est aussi ce qui fait son charme quand on n'est plus étudiant.
Donc,  clairement un arrondissement calme et un peu pépère avec peu d'offre culturelle (théâtre ou cinéma) même si cette offre culturelle se trouve à quelques stations de métro.
Plutôt reposant avec une population assez variée.
Bien desservi par les transports.
Beaucoup de commerces,  de bars et de restaurants."
354,16-07-2021,15,Da King select,7.19,6,6,7,5,7,8,8,8,4,"e viens de lire certains commentaires, effectivement chaque personne a sa propre expérience. Pour moi tout va bien.
Ce quartier vit,  très animé par les marchés mardi jeudi et dimanches un vrai plaisir.

Pas la peine de sortir du quartier vous avez tout sous la main! J'ai même trouvé un noeud pap ce qui est rare. donc beaucoup de commerces de proximité et ça c'est top!"
355,05-05-2021,15,Peter,9.0,9,8,9,10,10,9,8,10,8,"e 15ème est un arrondissement très agréable à vivre. Il y a à peu près tout.
Tout type de restaurants,  des cinémas,  des bibliothèques,  des piscines,  des commerces presque partout (grand centre Beaugrenelle,  Montparnasse,  rue du commerce,  Convention,  …), 
C'est le 3ème arrondissement de Paris en terme de surface d'espaces verts,  de nombreux parcs.
Tout l'Ouest de l'arrondissement est bordé par la Seine avec sa promenade le long des quais. Le matin,  habitant près de la Seine,  nous sommes réveillés par le cri des mouettes.
Côté transport,  il y a 6 lignes de métro,  un RER et deux lignes de tramway,  sans compter les lignes de bus.
Plusieurs hôpitaux de réputation nationale voire internationale,  je n'ai eu aucun problème à trouver un médecin traitant en arrivant."
356,04-05-2021,15,J-delbez,1.88,7,1,7,2,1,0,7,5,0,e point fort de cet arrondissement est dédié à la culture ainsi qu'a ses structures d'enseignement.
357,03-05-2021,15,guekko,8.44,9,8,7,8,9,9,7,10,5,"normément de commerces de bouche (de qualité,  et bien moins chers que dans certains arrondissements environnant),  des petits quartiers faisant très ""village"" avec des habitants respectueux. Le quartier Rue Lecourbe nord (au nord de la rue Cambronne) est l'un des plus agréables à vivre (ça fait 35 ans que j'habite Paris,  et j'en ai fait,  des quartiers !),  très commerçant,  très propre (rues pas du tout dénaturées ni salies par le tourisme de masse,  frappant le 7e)."
358,02-04-2021,15,Rahan,5.38,5,3,6,5,8,5,5,8,6,"e 15ème est très familial et possède beaucoup de commerces. Dans certains quartiers d'ailleurs,  les gens connaissent leurs commerçants par leur nom. De nombreux parcs à côté,  dont les Invalides,  le champs de Mars,  et le parc Georges Brassens pour les plus connus. L'arrondissement est plutôt bien desservi par les transports."
359,28-03-2021,15,lucil,8.13,7,5,7,8,8,9,5,10,8,"e 15ème est certainement l'un des arrondissements les plus chouettes de Paris. J'y vis depuis 15 ans et je ne regrette pas le 17eme que je trouvais déjà sympa. Il y a quasi tout : des commerces à foison,  des écoles/collèges/crèches,  beaucoup de parcs/jardins pour Paris intra muros notamment le Parc André Citroën superbe,  le square St Lambert très bien entretenu,  plus au sud le parc Suzanne Lenglen qui permet de relier Issy à pied,  tous les médecins généralistes et spécialistes,  bref,  tout. Certains quartiers du 15ème sont plus sympas que d'autres car ils ont une vraie âme : Boucicaut,  Commerce,  Dupleix etc. D'autres par contre sont à éviter : limite avec le 14ème,  boulevard Lefebvre,  sud Balard notamment."
360,04-03-2021,15,libai,8.94,8,8,9,10,10,9,8,10,8,"rès bon arrondissement,  les avantages de Paris sans un grand nombre d'inconvénients :
Logements plutôt grands par rapport au centre de Paris ;
Beaucoup de commerces divers et variés,  une grande diversité de restaurants tant en terme de prix qu'en terme de type de cuisine ;
Pour la culture,  de nombreuses bibliothèques,  des cinémas,  des piscines,  proximité de la maison de la radio,  maison de la culture du Japon,  musée Bourdelle,  … ;
Des écoles et lycées de niveau correct,  beaucoup d'écoles d'enseignement supérieur côté Beaugrenelle (commerce,  informatique,  immobilier,  Cordon bleu,  …) ;
Pour prendre l'air,  de nombreux parcs répartis sur l'ensemble de l'arrondissement (Gorges Brassens au sud-est,  André Citroën au sud-ouest,  petite ceinture au sud,  Saint-Lambert au centre,  Champ de Mars près du nord-ouest) + les bords de Seine."
361,04-03-2021,15,Master of the Caster,8.94,8,7,10,10,10,9,9,10,7,"résence de tous les commerces et services possibles. Très nombreux cinémas,  théâtres et restaurants.

Tous les transports en commun parisiens sont disponibles. Pour les automobilistes,  proximité des autoroutes A13 et A6 pour partir en week-end ou en vacances.

Nombreux parcs et espaces verts : Citroën,  Brassens,  Saint-Lambert,  etc. Beaucoup de pistes cyclables ont été créées,  ce qui contribue à rendre l'arrondissement moins roulant que par le passé.

Très nombreux médecins et spécialistes,  qui prennent les nouveaux habitants sans problème. Plusieurs établissements importants : Necker,  Pompidou,  etc."
362,14-02-2021,15,Peter,8.19,8,8,8,10,9,8,8,9,7,"e meilleur arrondissement de Paris surtout aux abords de la rue du commerce et plus globalement au nord de la rue de la convention.
Le triangle commerce,  Cambronne et Grenelle c'est le top de l'arrondissement"
363,09-02-2021,15,Clotilde Couturier,9.5,10,9,9,10,9,10,8,10,7,"ranchement je ne comprends pas qu'on puisse se plaindre de ce quartier. Bien sûr il y a des tours moches architecturalement parlant mais à part ça,  rues animées remplies de restos et de commerces ouverts jusque 22h et le week-end et trois énormes centres commerciaux (Montpar,  Beaugrenelle,  rue du Commerce).
Je me demande d'ailleurs s'il n'y a pas toutes les franchises tout public qui existent en France qui ont une boutique quelque part dans l'arrondissement. Peut-être moins les marques spécialisées (ailleurs dans Paris) et grand luxe (7e-8e).
Il y a toutes les options pour l'éducation des enfants,  en fonction de ce qu'on souhaite : écoles et collèges : public,  privé,  spécialisé ; quatre lycées avec 98% ou plus de réussite au bac et des ponts vers des grandes écoles.
Alors certes ça m'est déjà arrivé de voir des jeunes menacer un plus petit pour des chaussures... mais moins de 3 fois en 30 ans,  ça me semble acceptable.
Vous avez aussi tout ce que vous voulez de médecins,  de cliniques spécialisées et d'hôpitaux (dont Necker pour les enfants) à moins de 100 mètres de chez vous,  plein de petits squares pour enfants,  des stades (dont roller & skatepark),  deux très grands parcs (Brassens,  Citroën),  la coulée verte,  les piscines,  le centre aquatique Aquaboulevard et des offres d'activités et de stages créatifs ou sportifs par milliers (je suis sérieuse)... Qu'est-ce que vous voulez de plus ?"
364,04-02-2021,15,BeaugrenelleRD4,7.5,7,4,7,8,8,8,7,8,7,"rès bon arrondissement,  nombreux parcs : André Citroën,  Georges Brassens,  petite ceinture,  Suzanne Lenglen; transports au top,  métro,  Gare Montparnasse,  tramway,  bus. Nombreux quartiers commerçants : rue des entrepreneurs,  convention,  etc...."
365,13-10-2020,15,jony,6.69,7,6,7,8,5,7,4,8,6,"uartier animé, beaucoup de commerces, transports efficaces mais insuffisants à certains endroits.
proximité des musées et des zones touristiques
vie de quartier succincte mais existante
infrastructure sportives en bonne quantité
quartier relativement propre


pas mal de parcs et d'écoles."
366,10-10-2020,15,Rcparis15,5.0,5,3,6,8,8,5,3,4,3,"rrondissement avec transports en commun pour en sortir rapidement ou s'y déplacer facilement Métro et rer. 
Marchés fréquents et accessibles coté prix pas côté qualité.
On peut s'y garer facilement mais très cher. 
Cinéma et beaucoup de commerces. 
Encore une certaine mixité sociale. 
Certains coins encore bien :
côté convention Nord,  rue commerce,  Beaugrenelle,  Félix Faure,  Nord Vaugirard. "
367,14-09-2020,15,Valgirardin,9.13,8,9,10,10,10,9,9,10,8,"rrondissement super,
beaucoup de commerces, de restaurants de tout type et à tout prix, nombreux transports, nombreux parcs, nombreuses installations sportives, piscines et bibliothèques.
Belle promenade plantée sur la petite ceinture.
Pistes cyclables en développement."
368,13-09-2020,15,paname,9.5,9,9,8,8,10,10,9,10,9,"etro et autres transports, parfait.
arrondissement vivant
idéal pour vivre
Ça fait 1 ans que je suis sur Paris.
j'adore!!!!!
qualité de vie parfaite
commerces à proximité
rien avoir avec nissa la poubella d'où je suis originaire
je recommande cette ville et cet arrondissement."
369,09-09-2020,15,Od23,7.94,6,7,9,9,10,8,7,7,8,"uartier de Javel : bien desservi - Boulevard Périphérique à 5 min, Quais Rive Gauche, RER C (quand il n'y a pas de travaux haha), bus 30 62 88 plutôt utiles, Métro 10 d'un calme incroyable.
Tour Eiffel : à 10 min. (bus 30)
Invalides : à 10 min. (RER C)
Gare Montparnasse : à 20 min (bus 88 ou M10 + M6)
Place de l'Etoile : à 20 min (bus 30)
Quartier Latin : à 20 min. (Métro 10)

Le 15e en général : grands hôpitaux (Georges Pompidou et Necker), pas mal de marchés, un certain nombre de commodités (pas fabuleux à l'Est en revanche), pas mal d'espaces sportifs.

Etant l'arrondissement le plus peuplé de Paris, nous n'avons quand même pas le sentiment que la densité est excessive comme ailleurs (je ne citerai pas les arrondissements du nord où j'ai pu vivre). Dans l'ensemble, je trouve qu'il y fait bon vivre."
370,15-02-2022,16,paris75,2.94,1,9,3,8,6,1,3,2,7,"es bâtiments sont magnifiques,  quais de Seine à proximité,  vues sur la Tour Eiffel. ..
On se sent en sécurité,  en tant que jeune femme de 21 ans,  je ne me sens pas en danger lorsque je rentre tard
Globalement,  c'est un quartier très sympa pour se promener,  mais on n'y habite pas pour la population ou pour sortir !"
371,13-02-2022,16,Diego19809R803,7.81,10,9,4,7,9,8,7,8,7,"'énorme majorité du 16eme nous met dans une ambiance extrêmement sereine,  baladez vous sans problème dans le 16eme même le soir.
On peut facilement se déplacer avec la 9 et le RER C notamment.
De bons établissements scolaires: Jean Baptiste Say,  Janson de Sailly…
Un bon nombre de musées et autres."
372,14-01-2022,16,Lilas,5.94,6,7,7,7,7,5,7,6,8,"es points positifs sont la beauté des immeubles,   la proximité de l'arrondissement avec la Tour Eiffel,   et les plus beaux monuments de Paris,   un vrai plaisir des yeux.
La fluidité des transports en commun RER C,   Ligne 9,   bus."
373,12-11-2021,16,sj75,5.69,7,3,4,7,7,6,5,4,6,"ord du 16ème riche
L'hôpital Georges Pompidou proche
La ligne 9."
374,08-07-2021,16,Marc,7.38,7,9,6,5,9,8,4,6,8,"e me suis installé près de porte dauphine.
1er point,  la sécurité. Rien à voire avec l'est parisien. Ma femme étrangère seule promène régulièrement notre chien parfois à 22h. Jamais eu de problème. Seul 2, 3 comportements déplacés (liés au fait qu'elle soit une femme ou étrangère,   je ne sais pas)
Les transports sont très bons.
Pour aller au sud de Paris il y a le RER C ou l'6.
La l2 au nord et le RER A à l'est.
Le bois de Boulogne est aussi un bel atout pour moi qui aime courir."
375,15-06-2021,16,Seb 75016,9.06,10,10,10,10,8,9,8,8,9,"abitant le quartier Ranelagh depuis maintenant 6 ans,  je ne peux qu'être heureux de mon choix.
L'arrondissement est très vert et j'ai en particulier la chance d'avoir le jardin du Ranelagh ainsi que le bois de Boulogne juste à côté.
Les gens sont globalement très bien éduqués et polis,  le vivre ensemble est facilité. Évidemment comme partout,  on peut avoir des mauvaises expériences mais je n'en ai jamais eu.
Aucun problème de sécurité pour ma femme comme moi-même,  même en rentrant en métro tard,  rien !
Nous sommes très bien fournis en commerces de proximité (Avenue Mozart,  marché de Passy,  Grande Épicerie,  village d'Auteuil) ainsi que pour le shopping (rue de Passy,  Passy Plaza).
Côté éducation des enfants, ce sera difficile de faire mieux avec une offre dans le public ou le privé très conséquente. Il y en a pour toutes les envies,  confessions et bourses 😊"
376,30-04-2021,16,Marlène,7.75,7,8,8,8,8,8,4,8,9,"uartier calme,  une belle architecture,  propre,  bien desservi."
377,25-01-2021,16,flotus75,9.13,8,10,10,9,9,9,8,10,10,"uel bonheur d'habiter dans le 16ème arrondissement et d'y rentrer après une journée de travail dans la capitale. Les habitants y sont très respectueux et une véritable impression d'être dans un ""village"" se fait ressentir notamment vers le village d'Auteuil ainsi que vers Passy ou l'on s'intègre rapidement auprès des différents commerçants. D'ailleurs en parlant des commerces, les offres y sont très nombreuses et il n'est donc pas difficile de trouver un bon primeur,  fromager,  caviste,  épicier,  près de chez soi.
Le cadre de vie est également très agréable avec de nombreux parcs calmes situés un peu partout,  des rues propres ou l'on peut y apercevoir la Tour Eiffel, . ..
En somme,  le 16e arrondissement de Paris est idéal lorsque l'on cherche le calme et la sécurité ainsi que le véritable sentiment d'appartenir à un quartier tout en étant au coeur de Paris."
378,29-12-2020,16,Pomdapi,9.38,10,9,8,10,8,10,7,10,8,"rrondissement très vert: parcs, squares nombreux et agréables
Sécurité
Beaucoup de commerces
Habitants globalement « bien élevés »
Calme la nuit
Offre médicale pléthorique et de grande qualité
Les bords de Seine
La beauté architecturale."
379,28-12-2020,16,habitant content,9.0,10,9,10,10,7,9,8,9,9," Cet arrondissement, du moins la partie Auteuil/jasmin/ranelagh/la muette/passy, m'apparait comme le meilleur compromis, pour qui souhaite profiter des avantages de Paris (architecture, écoles, cafés, commerces, culture, etc) tout en étant dans un environnement relativement calme (par rapport au centre) et résidentiel
- cette partie du 16 est très bien desservie par les transports : lignes 6-9-10 + Rer C et beaucoup de bus, ce qui au final permet d'aller quasiment partout à Paris directement.
- Le 16e est en plein renouveau et a pour l'instant su garder un peu de son charme d'autrefois très parisien, tout en accueillant de nouveaux habitants, commerces et restaurants assurant son futur
- De plus en plus de nouveaux restaurants bistronomiques
- Enormément d'espaces verts, de squares, d'installations sportives (terrains de tennis, foot, etc) et d'institutions sportives et culturelles uniques pour Paris
- Très belle architecture, très diversifiée
- Très peu de délinquance
- Accès facile a tout l'ouest de Paris, a l'autoroute, etc
- Population plus diversifiée que les cliches
- Aspect campagne a Paris."
