,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentairePositif,commentaireNegatif
276,Avis posté le 27-09-2019 à 11:07,paris-12e-arrondissement_75112,kikiss,7.94,7,6,7,9,10,8,6,10,8,"Les points positifs : après avoir passé mon enfance et adolescence du coté de la mairie, le quartier, l'environnement et la proximité y sont très agréables.
Je n'y vis plus à mon plus grand regret, les loyers étant très excessifs.","Les points négatifs : la création de la coulée verte et de ces logements a malheureusement ramené une certaine délinquance. Mes parents y vivent toujours et les jets de déchets par les fenêtres (couches de bébé souillés, bouteilles, et poubelles) sont devenus récurrents. C'est bien dommage mais j'aime toujours autant mon ancien quartier."
277,Avis posté le 24-07-2019 à 15:14,paris-12e-arrondissement_75112,Dada75,2.38,4,3,4,5,3,1,4,6,1,"Les points positifs : Proche du bois de Vincennes, nombreux commerces, équipements publics, éducation, sportifs...","Les points négatifs : Un arrondissement de plus en plus sale ou l'on se demande si il y a encore un service propreté à la mairie...
Depuis une dizaine d'années fleurissent des supérettes douteuses, taxi phone, salons de massage, etc. au détriment des commerces de proximité. Les équipements culturels sont rares, les transports bondés, saturés et souvent en panne (même la ligne 1 !).
L'insécurité est de plus en plus importante et la police a disparu des rues !
Le logement coûte une fortune (comme dans tout Paris).
Bref, un arrondissement où il faisait bon vivre il y a 15/20 ans mais qui a perdu tout son attrait."
278,Avis posté le 02-05-2019 à 21:11,paris-12e-arrondissement_75112,Streepy75,8.13,7,8,7,7,9,9,6,7,7,"Les points positifs : Après 7 années passées dans le 12ème, je m'apprête à quitter cet arrondissement avec peut-être pas des regrets mais une certaine tristesse due à l'affection que j'ai développé pour cet arrondissement.
Lorsqu'on ne vit pas dans le 12ème, on ne sait pas trop quoi penser de cet arrondissement « dortoir » où il n'a pas l'air de se passer grand chose.
Mais ici c'est le calme et la tranquillité assurée (il ne m'est jamais rien arrivé en 7 ans et je n'ai jamais eu le sentiment d'être en insécurité dans le quartier Daumesnil).
Les promenades (la promenade plantée, le parc de Bercy) sont à faire en famille, avec des amis,...
Sans être aussi top qu'au centre, l'architecture du XIIe n'est pas degueu non plus.
Les transports sont pratiques et rarement en rade! La ligne 14 est un bonheur pour rejoindre Châtelet et St Lazare rapidement.
Vraiment je ne sais pas si je retrouverai le même cadre de vie dans le 15eme désormais.. je l'espère !","Les points négatifs : Le prix de l'immobilier juste dingue et la quasi impossibilité pour un primo accédant d'acheter un bien.. je ne parle pas du prix des loyers pour parfois des misères mal isolées énergétiquement et phoniquement (mais je crois que c'est tout Paris qui est ainsi!).
La saleté et les incivilités de la grande majeure partie des parisiens qui ne connaissent pas ou ne veulent pas prendre la peine de connaître les services mis à la disposition gratuitement de la Mairie pour l'enlèvement des encombrants par exemple. Certaines rues du XIIeme sont de véritables déchetteries à ciel ouvert.
Le manque d'animation de l'arrondissement. Il ne se passe pas grand chose une fois la nuit tombée hormis les soirs de concerts à Bercy. Et encore la concurrence de Paris La Défense Arena va faire beaucoup de mal à Bercy désormais..."
279,Avis posté le 13-03-2019 à 12:43,paris-12e-arrondissement_75112,Nanou,3.56,1,1,6,7,3,4,1,3,3,"Les points positifs : Proche du centre de Paris. Bons hôpitaux. Proximité Bois de Vincennes.
A 25 mn en train direct de Gare de Lyon de la campagne de Seine-et-Marne (77) pour s'évader en fin de semaine.","Les points négatifs : Le prix de l'immobilier à Paris !!! A 25 min direct Gare de Lyon, vous pouvez avoir une maison ou un 4 Pièces pour le prix d'un 2 Pièces à Paris, ainsi qu'une belle qualité  de vie, moins de pollution, de stress, de bonnes écoles et un très joli centre ville historique : le bon plan !"
280,Avis posté le 18-01-2022 à 20:12,paris-13e-arrondissement_75113,Nj75,8.81,9,3,9,9,7,10,9,9,6,"Les points positifs : Arrondissement très diversifié à tous points de vue. Mixité sociale,  réussie. Diversité des quartiers : chinois,  Butte aux Cailles,  vieux Paris,  BNF.
Commerces variés aussi.
Arrondissement vivant. Qui bouge, change.","Les points négatifs : Certains coins manquent de transport type métro.
La place d'Italie n'est pas très jolie."
281,Avis posté le 15-01-2022 à 06:38,paris-13e-arrondissement_75113,Mj75,6.31,7,8,6,10,9,5,7,8,6,"Les points positifs : Pas de problème de sécurité. Certaines parties sont agréables comme le bord de Seine. La culture asiatique avec ses restaurants,  célébrations,  supermarchés.","Les points négatifs : Inconvénients de Paris en général c'est le bruit. Pas particulièrement beau,  pas beaucoup de petites rues sympa c'est surtout du boulevard sans cachet. Éloigné des lieux où il faut faire la fête où aller au restaurant."
282,Avis posté le 10-12-2021 à 00:12,paris-13e-arrondissement_75113,Chouch,8.81,9,9,8,9,8,9,10,9,7,"Les points positifs : un arrondissement tout entier est difficile à apprécier,  je me suis concentré sur mon quartier: Patay Massena: hyper commerçant,  familial,  cosmopolite,  associatif,  globalement bien entretenu (peut encore être amélioré mais avec l'appli ""dans ma ville"" on peut faire intervenir les agents de la ville),  on s'y sent en sécurité même la nuit,  réelle protection de l'artisanat et du commerce,  vie associative et culturelle riche.","Les points négatifs : un peu plus d'arbres en dehors des axes principaux serait bien (nous y travaillons en conseil de quartier !),  trop de voitures non parisiennes en ""transit"" sur la rue de Tolbiac (je parle ici des particuliers,  pas des pros)
davantage d'espaces verts serait vraiment bien (notamment l'aménagement de la petite ceinture serait au top),  certains logements sociaux sont en cours de rénovation mais pas tous ! il faudrait donc accélérer le processus."
283,Avis posté le 28-10-2021 à 23:08,paris-13e-arrondissement_75113,Lunaa,7.13,6,6,8,8,8,7,8,9,5,"Les points positifs : J'habite le 13eme depuis 1 ans et demi,  moi qui venait de banlieue je n'ai jamais habité à Paris donc je m'habitue à la vie parisienne. Je suis du côté de Porte d'Italie et je n'ai pas du tout à me plaindre que du positif, le quartier résidentiel où je vis est très calme et plutôt propre c'est un nouveau quartier. Le soir on entend pas un chat dehors personne. Pas de délinquance ni de jeune qui traine. De beaux parcs même un grand juste en bas de chez moi.
Beaucoup de correspondances niveau transport c'est top. Après la mixité sociale fait dans certains quartiers c'est un peu chaud car beaucoup de jeunes et de personnes mal éduquées qui ne respectent rien. D'où des endroits sales.","Les points négatifs : Des rues très sales,  beaucoup de caca de chiens. Certains quartiers un peu chaud car beaucoup de jeunes et de personnes mal éduquées qui ne respectent rien. Le 13eme reste un arrondissement correct comparé au 18 et 19eme, il n'y a pas photo."
284,Avis posté le 09-10-2021 à 22:22,paris-13e-arrondissement_75113,mali75,1.13,3,1,3,3,3,0,3,1,1,Les points positifs : Quelques commerces et encore il ne faut pas habiter du côté de la bibliothèque Mitterrand où il n'y a rien.,"Les points négatifs : Insalubrité
saleté
de plus en plus de toxico qui ne se cachent même plus
bruit infernal surtout côté bibliothèque : soirées sauvages,  incivilités,  excréments dans les immeubles d'habitation,  la police n'intervient même pas pour stopper des soirées toutes les nuits et toutes les semaine. Aucun respect,  je vais partir et j'en suis heureuse. Le maire ne tient pas son arrondissement,  d'ailleurs jamais eu aucune réponse des mails envoyés !"
285,Avis posté le 12-09-2021 à 05:51,paris-13e-arrondissement_75113,Nvl,6.25,4,5,2,5,10,7,2,10,6,"Les points positifs : Pas mal de commerces et restaurants
transports; bus,  tramway,  métro, vraiment facile de se rendre au centre de Paris.","Les points négatifs : De plus en plus de logements sociaux,  Mixité sociale qui coule le quartier (faut être honnête) c'est pas saint Denis mais parfois ça y ressemble,  toujours les mêmes maghrébins et africains sans éducation et morale, je ne comprend toujours pas que les logements sociaux ne soient pas attribués d'emblée au personnel soignant, policier, éboueur, pompier, professeur qui travaillent ”eux” pour l'arrondissement,  81 % des fonctionnaires sont éligibles au parc social,  mais seuls 12 %
leurs sont attribués, une honte  !!! roms qui se sont mis à faire de la vente de rue,  babioles tout droit sorties des poubelles ou très certainement de vol à l'arraché, sur les trottoirs près du tramway.
Bref, triste de voir les asiatiques partir du quartier pour ensuite devoir vivre avec des animaux.
J'ai quitté le 14eme car très cher à l'achat,  le 13eme restant l'arrondissement au m2 le plus abordable pour moi (j'habite dans une tour)
,  j'ai donc décidé d'y déposer mes valises, un quartier que j'appréciais beaucoup où avec mon compagnon vietnamien nous nous rendions chaque dimanche dans un de nos restaurants favoris,  arrondissement que j'apprécie toujours néanmoins; en espérant  que les choses bougeront.

*Signé une africaine 1ère génération."
286,Avis posté le 03-09-2021 à 10:06,paris-13e-arrondissement_75113,Pik,4.50,5,5,0,5,5,5,0,6,6,"Les points positifs : Pratiquement que des commerces,  il n'y a que ça pratiquement,  on n'en manque pas. Pratique quand on veut acheter quelques choses rapidement.
La plupart des commerçants sont vraiment gentils et serviables.","Les points négatifs : J'habite à Porte d'Italie et je me demande vraiment si nous faisons parti du 13ème arrondissement :
1) Immense écart entre plusieurs stations du 13ème arrondissement. A peine on marche deux-trois stations depuis Place d'Italie,  on sent déjà un fossé.
2) Saleté et manque de gestion des commerces.
3) Manque total de sécurité dans certains commerces qui grouillent de SDF et jeunes trafiquants postés devant et dedans !
4) Les commerçant en sous-effectifs,  ils font double emploi : servir les clients et assurer la sécurité des clients (sans agents de sécurité pour les aider).
5) Aucune décoration de Noël
6) Le métro 7 souvent en panne et en retard (aucune installation pour les femmes enceintes et personnes à mobilité réduite). D'ailleurs,  sachant qu'il existe deux destinations : Mairie D'Ivry et Villejuif,  je trouve qu'il n'y a pas assez de métro et donc souvent trop de monde dans les trains. Quand on sait que l'on paye 80 euros la carte navigo,  ça fait réfléchir...

Il y a vraiment du ménage à faire niveau habitants qui salissent la ville et qui font du boucan le soir avec leur scooter et leur pétard."
287,Avis posté le 19-08-2021 à 12:18,paris-13e-arrondissement_75113,oneill75013,1.19,2,1,2,3,4,0,2,3,2,Les points positifs : commerces de proximité et calme relatif du quartier boulevard de l'hôpital (peut être à cause du centre de police ),Les points négatifs : moins de stationnement. saleté des rues et boulevards. travaux ininterrompus depuis les mandats Hidalgo. difficulté a circuler. embouteillage permanent. piste cyclable mal foutue et pas pratique. trottinettes roulant sur le trottoir. Mon quartier a bien changée depuis que la gauche bobo est arrivée au pouvoir.
288,Avis posté le 17-07-2021 à 15:20,paris-13e-arrondissement_75113,adieu paname,2.56,2,0,5,4,9,1,6,5,2,"Les points positifs : Billet d'avion gratuit pour Hanoi,  Bamako ou Tanger.","Les points négatifs : Le vivre ensemble se transforme peu à peu en ghetto. Le quartier autour des olympiades présente une très forte concentration de personnes sous-éduquées,  sous-qualifiées et dont la seule fonction semble être de voter Hidalgo en échange d'une vie terne dans un HLM. L'incivilité est partout. Les alcolos,  les SDF,  les relous et la Kaïra font la loi et se moquent ouvertement des policiers impuissants. A force de démagogie,  de concepts creux,  de dogmatisme,  la ""gôche"" bourgeoise (qui vit dans les beaux quartiers) a rendu la vie infernale aux classes moyennes autochtones. Adieu Paris et condoléances à ceux qui ne peuvent pas fuir cet enfer."
289,Avis posté le 03-07-2021 à 12:39,paris-13e-arrondissement_75113,Rios,4.56,5,2,3,5,7,5,4,4,3,Les points positifs : Proximité des commerces. ,"Les points négatifs : Vol dans les parkings privés, service de poste nul, résidant au chevaleret, je suis déçu. 
Complicité entre les agents de sécurité et les voleurs. 
Trop de foyers,  trafic de drogue. 
Rue et quartier à fuir. 
Un jour j'ai trouvé une camionnette de pute en face de ma place de parking. 
En gros quartier, gangréné par une mafia maghrébine. 
Les anciens résidents on une dent contre les nouveaux arrivants,  pourquoi ?"
